,User,User_statuses_count,user_followers,fav_count,User_location,Tweets
175,srikanth . V ஸ்ரீகாந்த்,89408,246,0,"Mumbai, India","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
176,Jannybanny,14518,47,1,,"@seanhannity The frustration for me, single mom, nurse, is that all of this could have been avoided. They have wrec… https://t.co/lEBJCiMCmN"
177,Dragon Jo,264015,3798,0,Meet me somewhere in the middle.,RT @CNN: Americans are getting hammered by high prices at the pump. Bank of America thinks the pain may just be getting started. https://t.…
178,Badger,45,11,0,,RT @NoKapRich: I’m literally about to physically combust in Bank of America.
179,"rich Ω (3,3) 🧙🏽‍♂️",90261,14455,52,"Los Angeles, CA",I’m literally about to physically combust in Bank of America.
180,thomas dubrick,96630,820,0,"Anderson, In","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
181,UC Davis Eye Center,231,300,2,World Wide,"Congratulations to Jennifer Li,MD who received the R. Townley Paton Award.The highest award to a physician given by… https://t.co/a4wwCQ2mHm"
182,Nays Garden (3x daily podcasts!),35273,3537,2,Mountains of Northern CA ,Bank of America goes KOO KOO for CRYPTO! https://t.co/3yWNaYP6Er
183,Y. Lertcharoenchok,127551,52,0,Bangkok,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
184,cunmarket.com,403048,785,0,"eileenlovercheck,webster, tx","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
185,HTK🇧🇷,29767,262,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
186,Jeno Long,1747,27,0,,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
187,DigitalJaybrrrr,135952,4603,0,"Seattle, WA (S.E. King County)","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
188,Pedro Miranda,23824,2893,0,Iúna ES ,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
189,PennyPennyPenny,79169,548,0,ADOS,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
190,🇺🇸🇺🇸princss6 #Reparations,301275,8519,0,"Atlanta, GA","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
191,Bucaroscampeon2024,11843,1163,0,Pueblo donde no tenemos miedo.,RT @AIexander_DEcon: @RWMaloneMD It is all linked to the planned economic reforms backed by the IMF &amp; World Bank and given oxygen via the U…
192,DreamChaser,42283,619,0,Jacksonville Florida ,Bank of America be pissing me off so bad
193,Pablo de la Macorra Canals,338365,2274,0,Barcelona.,"The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.co/AmbJmxZwtd"
194,Unpredictable➰,13820,1138,0,LBC ✈️ Atlanta ,If I have to get a new card one more time I’m just giving up on Bank of America 🌚🥴
195,UniFrases - www.unifrases.com,133318,3166,0,Brazil,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
196,tbmvb,143004,1147,0,são paulo/sp/br,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
197,Sybil Luddington #WallOfWomen #WeAreTheStorm,539171,10784,0,"Take the North Star, turn left","The powers that be are allowing the worst criminals in American history to torture, abuse &amp; murder millions of peop… https://t.co/k1IIbAqbbH"
198,Kevin Fjelsted,134341,3824,0,"St. Paul, Minnesota","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
199,aegns,5421,1439,46,,"girls wearing matrix coats to bank of america on a wednesday be like ""21, she/her, mtf 🏳️‍⚧️"" in bio like yeah we can tell 🙄"
200,Common Law 1215,43238,1769,0,,"THINK FINANCE ✅ 
Andrew Hamilton &amp; Donald Trump Kingdom of Scotland 
EVERY 7 yr - 70yr cycles

The same WRECKING CR… https://t.co/WFHqusDrTz"
201,Hodl & Shill,402,86,0,,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
202,Marcos Rogerio,5160,118,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
203,@PhoebeS,18471,7,0,,Jeannie Piedmonte Lehman had to go all the way to the Bank of China to get a mortgage on her Daddy's House in Brook… https://t.co/XcyuF64Z6S
204,drew42OSU,18251,577,0,"Ohio, USA","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
205,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@TheBxLegend68 Hi Marcus, we're very sorry to hear this and would like to see how we can help. If you happen to hav… https://t.co/ld1sHzQ4WO"
206,Aloysius,182264,1320,0,,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…"
207,MarketWatch,355081,4148623,37,"New York, NY","The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.co/2AWbmcFpIQ"
208,Mi! / 💚🇧🇷,200617,47218,0,São Paulo / SP,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
209,Dan The Man Smith,118195,2651,0,Regina,RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.
210,☔THE.BIG.DOG,920,1894,0,South Africa,"RT @BitcoinMagazine: Bank of America COO on #Bitcoin: It's a ""global store of value."" https://t.co/yt2Xtr5VCD"
211,Tony Edward - Thinking Crypto YouTube & podcast,92215,9832,0,Moon,RT @CoinDesk: NEW: @BankofAmerica analysts are now tracking a total of 43 publicly traded companies that may benefit from exposure to digit…
212,"So Anyway, Jim...",74806,1918,0,"Houston, TX",RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.
213,Mauricio Villegas Londoño,153502,11072,0,Atlantis,RT @AIexander_DEcon: @RWMaloneMD It is all linked to the planned economic reforms backed by the IMF &amp; World Bank and given oxygen via the U…
214,Multihyphy Wifey,46973,2032,1,,Bank of America has pissed me off for the last time.
215,DanVanDam 🕹️🎮 🖱️ Laid back retro streamer.,11536,805,0,Universe,holy shit bank of America are scrooges. for a wire transfer fee its 16 dollars. I earned 12.23 for  commissions for… https://t.co/hvNTatXXl9
216,Lucy,91,3,0,,@latimes I find it amazing that a country like America allowed this to happen to an independent woman who has earnt… https://t.co/aAXFaabkST
217,₥Ɏ ₮ⱤɄ₮Ⱨ ₮ØĐ₳Ɏ 🇨🇦 🇺🇸,165747,7813,0,"45.5774658,-62.3012402",RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.
218,🇧🇷🇧🇷mariasansone16@yahoo.com🇧🇷🇧🇷,113376,535,0,"Vallo della Lucania, Campania","RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
219,Tytus McGarvey,232012,822,0,,"RT @NascarPaint: Trevor Bayne - AdvoCare (Ford)

2014 Bank of America 500 (Charlotte Motor Speedway) #NASCAR https://t.co/SocneIStng"
220,Bitcoin Archive 🚀🌖,396,0,0,,"RT @BTC_Archive: Bank of America: we could offer loans against #Bitcoin in the future. 

c: @Blockworks_"
221,Shield,40299,1104,0,Michigan | He/Him,RT @BankofAmerica: Have a Bank of America credit card? Knowing your FICO® Score is important. Access yours quickly and confidentially in ou…
222,Ya Boy Adam #MrARForSmash,157590,701,0,"Accumula Town, Unova","RT @Cloud__X__: What a normal-looking tweet from Bank of America. Nothing out of the ordinary, no sirree"
223,Sarah Leigh Paul,11808,16,0,sairsyr44@gmail.com,RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.
224,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@wofoytv If you happen to have any other questions related to a Bank of America account or service, please use the… https://t.co/EqX26xfyoa"
225,Hermit 🆘,541008,9006,0,,RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.
226,🎄 Ethan \\ CloudӾ 🎁 #NoNoctisNovember,59118,4342,0,18 • he/him,RT @BankofAmerica: Have a Bank of America credit card? Knowing your FICO® Score is important. Access yours quickly and confidentially in ou…
227,Detroit City Dwellings,43231,498,0,"Detroit, MI","American racism is its own worst enemy as other Nations capitalize. 

If the U.S. had decided 30 years ago to take… https://t.co/pw0Sajlt50"
228,sum ting wong,1591,30,0,,Bank of America really be messing with my money and ion like that 🙄
229,Charlie Alzamora,29551,5024,0,,RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.
230,Kevin Blinsmon,5013,129,0,,"RT @ErnieJoe4: @KellyannePolls This smacks of Communism with only central bank controlling currency, not good wake up America!!👎👎"
231,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@youvacuumdonkey Hi there, we're very sorry to hear this and would like to see how we can help. If you happen to ha… https://t.co/FcrBKyz5Am"
232,Jay Davis,38593,3614,37,"Newport, NH",I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.
233,God's Love,1466,9,0,,"RT @JeffWeniger: Check it out. I was just tweeting about this yesterday.

""Bank of America analyst Robert Ohmes reported that birth rates a…"
234,Frontend.LA,615001,261,0,,"#opportunity @ Bank of America (Union, NJ) - Consumer Investments Financial Solutions Advisor Training Program - 22… https://t.co/Ns8iJcl24x"
235,Bank of America Stadium WeatherSTEM,3738,217,0,"Charlotte, North Carolina",Bank of America Building time lapse from 2021-11-12 https://t.co/chP9ndOdNS
236,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@Hotrodstew121 Hi there, we're very sorry to hear this and would like to see how we can help. If you happen to have… https://t.co/KAXSVVKNq1"
237,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@CreativeCraftMC Hi Maryam, we noticed your post and would like to see how we can help. If you happen to have any q… https://t.co/v7dOJWWV6m"
238,"Miguel Benzan Patriots Cap Space equals 2,958,891",121679,46490,0,"Connecticut, USA",RT @HartfordHabitat: We are excited to share that one of our 2022 Hartford rehabs for a veteran family will begin in collaboration with  Ba…
239,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@CaddyBud Hi Buddy, we noticed your post and would like to see how we can help. If you happen to have any questions… https://t.co/KS0voPEwpf"
240,"Cambostotle, MBA 👾",11794,663,0,Snyderverse,"RT @iseesoundss: My girl @1FlyLilMama said check your email, and it was tickets to see @CameronNewton first game back at Bank Of America st…"
241,FreethePeople,3543,47,0,,@bblock29 @ReportsDaNews Bank of America and Wells Fargo! Are you nuts?
242,Injustice4All,304,3,1,,@Witneyasinhustn @rossyrosay @BankofAmerica @offbrandmo I have other banks but bank robbers of America is by far the worst.
243,"Hartford Area Habitat, CT",3039,1540,3,"Hartford, CT",We are excited to share that one of our 2022 Hartford rehabs for a veteran family will begin in collaboration with… https://t.co/rkecTOrRuc
244,NoName™️,100,3,0,,"RT @mymixtapez: UFO’s seen hovering above warships and being reported by US pilots could be of alien origin, according to America’s top spy…"
245,Lynne Wester,32505,6743,1,"Austin, TX",How do you use studies? Skim the data? Dive deep? Our team has a few tips for harnessing the power of industry stud… https://t.co/mPTUCo8bH1
246,rubens silva - Liberdade de Expressão !!,120159,2873,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
247,Eduardo De Carli,1672,109,0,porto alegre rs Brazil ,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
248,Dave Tepps,15761,1041,0,"Jupiter, Fla.","RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
249,Isabel Saldate,365,3,0,,"First time homebuyers
https://t.co/19uTUM1hLq"
250,"Fred Harris, Gwinnett County",24822,1793,0,United States,@CathFlowers @BankofAmerica Bank of America is pond scum that violated the rights of their clients. Here is one of… https://t.co/gr7DBvIq7K
251,ErnieJoe,10097,218,22,,"@KellyannePolls This smacks of Communism with only central bank controlling currency, not good wake up America!!👎👎"
252,jazzythoughts,4027,24,0,,THE AUTHOR OF JEKYLL ISLAND STATES PRECISELY THE HISTORY OF THE NON-GOVERNMENTAL 'FEDERAL RESERVE BANK' ROLE IN AMERICA
253,Alex Of Sarajevo,1755,181,1,,"A recently deceased man was positively identified as the perpetrator of a decades-old Ohio bank robbery, bringing o… https://t.co/rtIQEqE41O"
254,AARodrigues,119669,2482,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
255,Sharon Moon Taxi 💎🙌🏼🦧🚀,2076,956,0,,@BAMinvestor @realAlexMathew I would love to play a part in bankrupting Bank of America. It would be my pleasure!
256,サキノハカ,353775,2848,0,スワンパーク,RT @AviationWeek: Most respondents to a new Aviation Week/Bank of America survey say they want a new larger narrowbody or small widebody fr…
257,Bryant Park,23904,63326,0,"New York, NY",RT @StreetCurling: The Curling Cafe returns this winter to @bryantparknyc  Winter Village! Learn more and book your rental: https://t.co/3z…
258,C. Todd Ramseur,14716,755,0,,@Panthers @ZolaGShepherd Bank of America is gonna be pumped up and on fire! Ace Boogie is back! Put Sam Darnold on a plane!
